[backend] using ollama
[ollama] (102/839) APR232025_14B5203.txt
[warn] APR232025_14B5203.txt: attempt 1 failed: Expecting ',' delimiter: line 16 column 6 (char 567)
[ollama] (103/839) APR242025_01B5203.txt
[ollama] (104/839) APR242025_02B5203.txt
[ollama] (105/839) APR242025_03B5203.txt
[ollama] (106/839) APR252025_01B5203.txt
[ollama] (107/839) APR252025_02B5203.txt
[ollama] (108/839) APR252025_03B5203.txt
[ollama] (109/839) APR252025_04B5203.txt
[ollama] (110/839) APR252025_05B5203.txt
[ollama] (111/839) APR252025_06B5203.txt
[ollama] (112/839) APR252025_07B5203.txt
[ollama] (113/839) APR282025_01B5203.txt
[ollama] (114/839) APR282025_02B5203.txt
[ollama] (115/839) APR282025_03B5203.txt
[ollama] (116/839) APR282025_04B5203.txt
[ollama] (117/839) APR282025_05B5203.txt
[ollama] (118/839) APR282025_06B5203.txt
[ollama] (119/839) APR282025_07B5203.txt
[ollama] (120/839) APR282025_08B5203.txt
[ollama] (121/839) APR292025_01B5203.txt
[ollama] (122/839) APR292025_02B5203.txt
[ollama] (123/839) APR292025_03B5203.txt
[ollama] (124/839) APR292025_04B5203.txt
[ollama] (125/839) APR292025_05B5203.txt
[ollama] (126/839) APR292025_06B5203.txt
[ollama] (127/839) APR292025_07B5203.txt
[ollama] (128/839) APR292025_08B5203.txt
[ollama] (129/839) APR292025_09B5203.txt
[ollama] (130/839) APR292025_10B5203.txt
[ollama] (131/839) APR292025_11B5203.txt
[ollama] (132/839) APR292025_12B5203.txt
[ollama] (133/839) APR292025_13B5203.txt
[ollama] (134/839) APR302025_01B5203.txt
[ollama] (135/839) APR302025_02B5203.txt
[ollama] (136/839) APR302025_03B5203.txt
[taxonomy] new denial reason(s) from APR302025_03B5203.txt: PROCERUDINAL_OTHER
[ollama] (137/839) APR302025_04B5203.txt
[ollama] (138/839) AUG012025_01B5203.txt
[ollama] (139/839) AUG042025_01B5203.txt
[ollama] (140/839) AUG042025_02B5203.txt
[ollama] (141/839) AUG072025_01B5203.txt
[ollama] (142/839) AUG122025_01B5203.txt
[ollama] (143/839) AUG152025_01B5203.txt
[ollama] (144/839) AUG152025_02B5203.txt
[ollama] (145/839) AUG182025_01B5203.txt
[ollama] (146/839) AUG202025_01B5203.txt
[ollama] (147/839) AUG262025_01B5203.txt
[ollama] (148/839) AUG272025_01B5203.txt
[ollama] (149/839) AUG272025_02B5203.txt
[ollama] (150/839) AUG272025_03B5203.txt
[ollama] (151/839) AUG292025_01B5203.txt
[ollama] (152/839) DEC012025_01B5203.txt
[ollama] (153/839) DEC012025_02B5203.txt
[ollama] (154/839) DEC012025_03B5203.txt
[ollama] (155/839) DEC012025_04B5203.txt
[ollama] (156/839) DEC012025_05B5203.txt
[ollama] (157/839) DEC022025_01B5203.txt
[ollama] (158/839) DEC032025_01B5203.txt
[ollama] (159/839) DEC032025_03B5203.txt
[ollama] (160/839) DEC032025_04B5203.txt
[ollama] (161/839) DEC052025_01B5203.txt
[ollama] (162/839) DEC052025_02B5203.txt
[ollama] (163/839) DEC052025_03B5203.txt
[ollama] (164/839) DEC082025_01B5203.txt
[ollama] (165/839) DEC082025_02B5203.txt
[ollama] (166/839) DEC092025_01B5203.txt
[ollama] (167/839) DEC092025_02B5203.txt
[ollama] (168/839) DEC092025_03B5203.txt
[ollama] (169/839) DEC092025_04B5203.txt
[taxonomy] new denial reason(s) from DEC092025_04B5203.txt: PROCERUDUAL_OTHER
[ollama] (170/839) DEC092025_05B5203.txt
[ollama] (171/839) DEC092025_06B5203.txt
[ollama] (172/839) DEC112025_01B5203.txt
[ollama] (173/839) DEC122025_01B5203.txt
[ollama] (174/839) DEC122025_02B5203.txt
[ollama] (175/839) DEC152025_01B5203.txt
[ollama] (176/839) DEC162025_01B5203.txt
[ollama] (177/839) DEC162025_02B5203.txt
[ollama] (178/839) DEC162025_03B5203.txt
[ollama] (179/839) DEC162025_04B5203.txt
[ollama] (180/839) DEC162025_05B5203.txt
[ollama] (181/839) DEC172025_01B5203.txt
[ollama] (182/839) DEC172025_02B5203.txt
[taxonomy] new denial reason(s) from DEC172025_02B5203.txt: PROCERUDURAL_OTHER
[ollama] (183/839) DEC172025_03B5203.txt
[ollama] (184/839) DEC172025_04B5203.txt
[ollama] (185/839) DEC172025_05B5203.txt
[ollama] (186/839) DEC172025_06B5203.txt
[ollama] (187/839) DEC182025_01B5203.txt
[ollama] (188/839) DEC182025_02B5203.txt
[ollama] (189/839) DEC182025_03B5203.txt
[ollama] (190/839) DEC182025_04B5203.txt
[ollama] (191/839) DEC182025_05B5203.txt
[ollama] (192/839) DEC182025_06B5203.txt
[ollama] (193/839) DEC222025_01B5203.txt
[ollama] (194/839) DEC232025_01B5203.txt
[ollama] (195/839) DEC232025_02B5203.txt
[ollama] (196/839) DEC292025_01B5203.txt
[ollama] (197/839) DEC302025_01B5203.txt
[ollama] (198/839) FEB032025_01B5203.txt
[ollama] (199/839) FEB032025_02B5203.txt
[ollama] (200/839) FEB042025_01B5203.txt
[ollama] (201/839) FEB052025_01B5203.txt
[ollama] (202/839) FEB052025_02B5203.txt
[ollama] (203/839) FEB052025_03B5203.txt
[ollama] (204/839) FEB052025_04B5203.txt
[ollama] (205/839) FEB062025_01B5203.txt
[ollama] (206/839) FEB062025_02B5203.txt
[ollama] (207/839) FEB072025_01B5203.txt
[ollama] (208/839) FEB072025_02B5203.txt
[ollama] (209/839) FEB102025_01B5203.txt
[taxonomy] new denial reason(s) from FEB102025_01B5203.txt: P3_BALANCENOT_IN_US_FAVOR
[ollama] (210/839) FEB102025_02B5203.txt
[ollama] (211/839) FEB102025_03B5203.txt
[taxonomy] new denial reason(s) from FEB102025_03B5203.txt: PROCERUDURAL_NEW_EVIDENCE_ON_APPEAL
[ollama] (212/839) FEB102025_04B5203.txt
[ollama] (213/839) FEB112025_01B5203.txt
[ollama] (214/839) FEB132025_01B5203.txt
[ollama] (215/839) FEB132025_02B5203.txt
[ollama] (216/839) FEB132025_03B5203.txt
[ollama] (217/839) FEB132025_04B5203.txt
[ollama] (218/839) FEB132025_05B5203.txt
[ollama] (219/839) FEB132025_06B5203.txt
[ollama] (220/839) FEB132025_07B5203.txt
[ollama] (221/839) FEB132025_08B5203.txt
[ollama] (222/839) FEB132025_09B5203.txt
[ollama] (223/839) FEB132025_10B5203.txt
[ollama] (224/839) FEB132025_11B5203.txt
[ollama] (225/839) FEB132025_12B5203.txt
[ollama] (226/839) FEB132025_13B5203.txt
[ollama] (227/839) FEB132025_14B5203.txt
[ollama] (228/839) FEB132025_15B5203.txt
[ollama] (229/839) FEB132025_16B5203.txt
[ollama] (230/839) FEB142025_01B5203.txt
[ollama] (231/839) FEB182025_01B5203.txt
[ollama] (232/839) FEB182025_02B5203.txt
[ollama] (233/839) FEB182025_03B5203.txt
[ollama] (234/839) FEB182025_04B5203.txt
[ollama] (235/839) FEB182025_05B5203.txt
[ollama] (236/839) FEB182025_06B5203.txt
[ollama] (237/839) FEB182025_07B5203.txt
[ollama] (238/839) FEB182025_08B5203.txt
[ollama] (239/839) FEB192025_01B5203.txt
[ollama] (240/839) FEB192025_02B5203.txt
[ollama] (241/839) FEB202025_01B5203.txt
[ollama] (242/839) FEB202025_02B5203.txt
[ollama] (243/839) FEB202025_03B5203.txt
[ollama] (244/839) FEB202025_04B5203.txt
[ollama] (245/839) FEB202025_05B5203.txt
[ollama] (246/839) FEB212025_01B5203.txt
[ollama] (247/839) FEB212025_02B5203.txt
[ollama] (248/839) FEB212025_03B5203.txt
[ollama] (249/839) FEB212025_04B5203.txt
[ollama] (250/839) FEB212025_05B5203.txt
[ollama] (251/839) FEB212025_06B5203.txt
[ollama] (252/839) FEB212025_07B5203.txt
[ollama] (253/839) FEB242025_01B5203.txt
[ollama] (254/839) FEB242025_02B5203.txt
[ollama] (255/839) FEB242025_03B5203.txt
[ollama] (256/839) FEB242025_04B5203.txt
[ollama] (257/839) FEB252025_01B5203.txt
[ollama] (258/839) FEB252025_02B5203.txt
[ollama] (259/839) FEB252025_03B5203.txt
[ollama] (260/839) FEB252025_04B5203.txt
[ollama] (261/839) FEB252025_05B5203.txt
[ollama] (262/839) FEB252025_06B5203.txt
[ollama] (263/839) FEB252025_07B5203.txt
[ollama] (264/839) FEB252025_08B5203.txt
[ollama] (265/839) FEB252025_09B5203.txt
[ollama] (266/839) FEB262025_01B5203.txt
[ollama] (267/839) FEB262025_02B5203.txt
[ollama] (268/839) FEB262025_03B5203.txt
[ollama] (269/839) FEB262025_04B5203.txt
[ollama] (270/839) FEB262025_05B5203.txt
[ollama] (271/839) FEB262025_06B5203.txt
[ollama] (272/839) FEB262025_07B5203.txt
[ollama] (273/839) FEB262025_08B5203.txt
[ollama] (274/839) FEB262025_09B5203.txt
[ollama] (275/839) FEB262025_10B5203.txt
[ollama] (276/839) FEB272025_01B5203.txt
[ollama] (277/839) FEB272025_02B5203.txt
[ollama] (278/839) FEB272025_03B5203.txt
[ollama] (279/839) FEB272025_04B5203.txt
[ollama] (280/839) FEB272025_05B5203.txt
[ollama] (281/839) FEB272025_06B5203.txt
[ollama] (282/839) FEB282025_01B5203.txt
[ollama] (283/839) FEB282025_02B5203.txt
[ollama] (284/839) JAN022025_01B5203.txt
[ollama] (285/839) JAN032025_01B5203.txt
[ollama] (286/839) JAN032025_02B5203.txt
[ollama] (287/839) JAN032025_03B5203.txt
[ollama] (288/839) JAN032025_04B5203.txt
[ollama] (289/839) JAN062025_01B5203.txt
[ollama] (290/839) JAN062025_02B5203.txt
[ollama] (291/839) JAN062025_03B5203.txt
[ollama] (292/839) JAN062025_04B5203.txt
[ollama] (293/839) JAN062025_05B5203.txt
[ollama] (294/839) JAN062025_06B5203.txt
[ollama] (295/839) JAN072025_01B5203.txt
[ollama] (296/839) JAN072025_02B5203.txt
[ollama] (297/839) JAN082025_01B5203.txt
[ollama] (298/839) JAN082025_02B5203.txt
[ollama] (299/839) JAN082025_03B5203.txt
[ollama] (300/839) JAN082025_04B5203.txt
[ollama] (301/839) JAN082025_05B5203.txt
[ollama] (302/839) JAN082025_06B5203.txt
[ollama] (303/839) JAN082025_07B5203.txt
[ollama] (304/839) JAN082025_08B5203.txt
[ollama] (305/839) JAN102025_01B5203.txt
[ollama] (306/839) JAN102025_02B5203.txt
[ollama] (307/839) JAN102025_03B5203.txt
[ollama] (308/839) JAN102025_04B5203.txt
[ollama] (309/839) JAN102025_05B5203.txt
[ollama] (310/839) JAN132025_01B5203.txt
[ollama] (311/839) JAN132025_02B5203.txt
[ollama] (312/839) JAN142025_01B5203.txt
[ollama] (313/839) JAN142025_02B5203.txt
[ollama] (314/839) JAN142025_03B5203.txt
[ollama] (315/839) JAN142025_04B5203.txt
[ollama] (316/839) JAN152025_01B5203.txt
[ollama] (317/839) JAN152025_02B5203.txt
[ollama] (318/839) JAN152025_03B5203.txt
[ollama] (319/839) JAN152025_04B5203.txt
[ollama] (320/839) JAN152025_05B5203.txt
[ollama] (321/839) JAN162025_01B5203.txt
[ollama] (322/839) JAN162025_02B5203.txt
[ollama] (323/839) JAN162025_03B5203.txt
[ollama] (324/839) JAN162025_04B5203.txt
[ollama] (325/839) JAN172025_01B5203.txt
[ollama] (326/839) JAN172025_02B5203.txt
[ollama] (327/839) JAN172025_03B5203.txt
[ollama] (328/839) JAN172025_04B5203.txt
[ollama] (329/839) JAN212025_01B5203.txt
[ollama] (330/839) JAN212025_02B5203.txt
[ollama] (331/839) JAN212025_03B5203.txt
[ollama] (332/839) JAN212025_04B5203.txt
[ollama] (333/839) JAN212025_05B5203.txt
[ollama] (334/839) JAN212025_06B5203.txt
[ollama] (335/839) JAN212025_07B5203.txt
[ollama] (336/839) JAN212025_08B5203.txt
[ollama] (337/839) JAN212025_09B5203.txt
[ollama] (338/839) JAN212025_10B5203.txt
[ollama] (339/839) JAN212025_11B5203.txt
[ollama] (340/839) JAN222025_01B5203.txt
[ollama] (341/839) JAN222025_02B5203.txt
[ollama] (342/839) JAN222025_03B5203.txt
[ollama] (343/839) JAN232025_01B5203.txt
[ollama] (344/839) JAN232025_02B5203.txt
[ollama] (345/839) JAN232025_03B5203.txt
[ollama] (346/839) JAN232025_04B5203.txt
[ollama] (347/839) JAN242025_01B5203.txt
[ollama] (348/839) JAN242025_02B5203.txt
[ollama] (349/839) JAN242025_03B5203.txt
[ollama] (350/839) JAN252025_01B5203.txt
[ollama] (351/839) JAN272025_01B5203.txt
[ollama] (352/839) JAN272025_02B5203.txt
[ollama] (353/839) JAN282025_01B5203.txt
[ollama] (354/839) JAN282025_02B5203.txt
[ollama] (355/839) JAN282025_03B5203.txt
[ollama] (356/839) JAN292025_01B5203.txt
[warn] JAN292025_01B5203.txt: attempt 1 failed: Expecting ',' delimiter: line 16 column 6 (char 496)
[ollama] (357/839) JAN292025_02B5203.txt
[ollama] (358/839) JAN292025_03B5203.txt
[ollama] (359/839) JAN292025_04B5203.txt
[ollama] (360/839) JAN292025_05B5203.txt
[ollama] (361/839) JAN292025_06B5203.txt
[ollama] (362/839) JAN302025_01B5203.txt
[ollama] (363/839) JAN302025_02B5203.txt
[ollama] (364/839) JAN302025_03B5203.txt
[ollama] (365/839) JAN302025_04B5203.txt
[ollama] (366/839) JAN302025_05B5203.txt
[ollama] (367/839) JAN312025_01B5203.txt
[ollama] (368/839) JAN312025_02B5203.txt
[ollama] (369/839) JAN312025_03B5203.txt
[ollama] (370/839) JAN312025_04B5203.txt
[ollama] (371/839) JAN312025_05B5203.txt
[ollama] (372/839) JUL012025_01B5203.txt
[ollama] (373/839) JUL012025_02B5203.txt
[warn] JUL012025_02B5203.txt: attempt 1 failed: Expecting ',' delimiter: line 16 column 6 (char 473)
[ollama] (374/839) JUL012025_03B5203.txt
[ollama] (375/839) JUL022025_01B5203.txt
[ollama] (376/839) JUL022025_02B5203.txt
[ollama] (377/839) JUL022025_03B5203.txt
[ollama] (378/839) JUL032025_01B5203.txt
[ollama] (379/839) JUL032025_02B5203.txt
[ollama] (380/839) JUL032025_03B5203.txt
[ollama] (381/839) JUL072025_01B5203.txt
[ollama] (382/839) JUL072025_02B5203.txt
[ollama] (383/839) JUL072025_03B5203.txt
[ollama] (384/839) JUL082025_01B5203.txt
[ollama] (385/839) JUL092025_01B5203.txt
[ollama] (386/839) JUL092025_02B5203.txt
[ollama] (387/839) JUL102025_01B5203.txt
[ollama] (388/839) JUL112025_01B5203.txt
[ollama] (389/839) JUL152025_01B5203.txt
[ollama] (390/839) JUL162025_01B5203.txt
[ollama] (391/839) JUL172025_01B5203.txt
[ollama] (392/839) JUL212025_01B5203.txt
[ollama] (393/839) JUL252025_01B5203.txt
[ollama] (394/839) JUL282025_01B5203.txt
[ollama] (395/839) JUL292025_01B5203.txt
[ollama] (396/839) JUN022025_01B5203.txt
[ollama] (397/839) JUN022025_02B5203.txt
[taxonomy] new denial reason(s) from JUN022025_02B5203.txt: P2_DEPLOYMENT_DIFFERENCE
[ollama] (398/839) JUN022025_03B5203.txt
[ollama] (399/839) JUN032025_01B5203.txt
[ollama] (400/839) JUN032025_02B5203.txt
[ollama] (401/839) JUN032025_03B5203.txt
[ollama] (402/839) JUN032025_04B5203.txt
[ollama] (403/839) JUN042025_01B5203.txt
[ollama] (404/839) JUN042025_02B5203.txt
[ollama] (405/839) JUN042025_03B5203.txt
[ollama] (406/839) JUN042025_04B5203.txt
[ollama] (407/839) JUN052025_01B5203.txt
[ollama] (408/839) JUN052025_02B5203.txt
[ollama] (409/839) JUN052025_03B5203.txt
[ollama] (410/839) JUN062025_01B5203.txt
[ollama] (411/839) JUN062025_03B5203.txt
[ollama] (412/839) JUN062025_04B5203.txt
[ollama] (413/839) JUN102025_01B5203.txt
[ollama] (414/839) JUN102025_02B5203.txt
[ollama] (415/839) JUN102025_03B5203.txt
[ollama] (416/839) JUN102025_04B5203.txt
[ollama] (417/839) JUN102025_05B5203.txt
[ollama] (418/839) JUN102025_06B5203.txt
[ollama] (419/839) JUN102025_07B5203.txt
[ollama] (420/839) JUN102025_08B5203.txt
[warn] JUN102025_08B5203.txt: attempt 1 failed: Expecting ',' delimiter: line 28 column 6 (char 996)
[ollama] (421/839) JUN112025_01B5203.txt
[ollama] (422/839) JUN112025_02B5203.txt
[ollama] (423/839) JUN112025_03B5203.txt
[ollama] (424/839) JUN122025_01B5203.txt
[ollama] (425/839) JUN122025_02B5203.txt
[ollama] (426/839) JUN132025_01B5203.txt
[ollama] (427/839) JUN132025_02B5203.txt
[ollama] (428/839) JUN132025_03B5203.txt
[ollama] (429/839) JUN132025_04B5203.txt
[ollama] (430/839) JUN132025_05B5203.txt
[ollama] (431/839) JUN162025_01B5203.txt
[ollama] (432/839) JUN172025_01B5203.txt
[ollama] (433/839) JUN172025_02B5203.txt
[ollama] (434/839) JUN172025_03B5203.txt
[ollama] (435/839) JUN172025_04B5203.txt
[ollama] (436/839) JUN182025_01B5203.txt
[ollama] (437/839) JUN182025_02B5203.txt
[ollama] (438/839) JUN182025_03B5203.txt
[ollama] (439/839) JUN182025_04B5203.txt
[ollama] (440/839) JUN182025_05B5203.txt
[ollama] (441/839) JUN182025_06B5203.txt
[ollama] (442/839) JUN182025_07B5203.txt
[ollama] (443/839) JUN202025_01B5203.txt
[ollama] (444/839) JUN202025_02B5203.txt
[ollama] (445/839) JUN202025_03B5203.txt
[ollama] (446/839) JUN232025_01B5203.txt
[ollama] (447/839) JUN232025_02B5203.txt
[ollama] (448/839) JUN242025_01B5203.txt
[ollama] (449/839) JUN242025_02B5203.txt
[ollama] (450/839) JUN242025_03B5203.txt
[ollama] (451/839) JUN262025_01B5203.txt
[ollama] (452/839) JUN262025_02B5203.txt
[ollama] (453/839) JUN262025_03B5203.txt
[ollama] (454/839) JUN262025_04B5203.txt
[ollama] (455/839) JUN262025_05B5203.txt
[ollama] (456/839) JUN262025_06B5203.txt
[ollama] (457/839) JUN262025_07B5203.txt
[taxonomy] new denial reason(s) from JUN262025_07B5203.txt: PROCERUDUAL_NEW_EVIDENCE_ON_APPEAL
[ollama] (458/839) JUN262025_08B5203.txt
[ollama] (459/839) JUN262025_09B5203.txt
[ollama] (460/839) JUN262025_10B5203.txt
[ollama] (461/839) JUN272025_01B5203.txt
[ollama] (462/839) JUN272025_02B5203.txt
[ollama] (463/839) JUN272025_03B5203.txt
[ollama] (464/839) JUN272025_04B5203.txt
[ollama] (465/839) JUN302025_01B5203.txt
[ollama] (466/839) JUN302025_02B5203.txt
[ollama] (467/839) JUN302025_03B5203.txt
[ollama] (468/839) MAR032025_01B5203.txt
[taxonomy] new denial reason(s) from MAR032025_01B5203.txt: U.S. Department of Labor's educational requirement for trucking occupations does not require a bachelor's degree or its foreign equivalent., Petitioner has not provided sufficient evidence to demonstrate his degree is the foreign equivalent of a U.S. bachelor's degree., Petitioner did not have five years of post-baccalaureate experience in his intended specialty (truck dispatching).
[ollama] (469/839) MAR032025_02B5203.txt
[ollama] (470/839) MAR032025_03B5203.txt
[ollama] (471/839) MAR032025_04B5203.txt
[ollama] (472/839) MAR032025_05B5203.txt
[ollama] (473/839) MAR032025_06B5203.txt
[ollama] (474/839) MAR032025_07B5203.txt
[ollama] (475/839) MAR042025_01B5203.txt
[ollama] (476/839) MAR042025_02B5203.txt
[ollama] (477/839) MAR042025_03B5203.txt
[ollama] (478/839) MAR042025_04B5203.txt
[ollama] (479/839) MAR052025_01B5203.txt
[ollama] (480/839) MAR052025_02B5203.txt
[ollama] (481/839) MAR052025_03B5203.txt
[ollama] (482/839) MAR062025_01B5203.txt
[ollama] (483/839) MAR062025_02B5203.txt
[ollama] (484/839) MAR062025_03B5203.txt
[ollama] (485/839) MAR062025_04B5203.txt
[ollama] (486/839) MAR072025_01B5203.txt
[ollama] (487/839) MAR072025_02B5203.txt
[ollama] (488/839) MAR072025_03B5203.txt
[ollama] (489/839) MAR102025_01B5203.txt
[ollama] (490/839) MAR102025_02B5203.txt
[ollama] (491/839) MAR102025_03B5203.txt
[ollama] (492/839) MAR112025_01B5203.txt
[ollama] (493/839) MAR112025_02B5203.txt
[ollama] (494/839) MAR112025_03B5203.txt
[ollama] (495/839) MAR112025_04B5203.txt
[ollama] (496/839) MAR112025_05B5203.txt
[ollama] (497/839) MAR112025_06B5203.txt
[ollama] (498/839) MAR122025_01B5203.txt
[ollama] (499/839) MAR122025_02B5203.txt
[ollama] (500/839) MAR122025_03B5203.txt
[ollama] (501/839) MAR122025_04B5203.txt
[ollama] (502/839) MAR122025_05B5203.txt
[ollama] (503/839) MAR122025_06B5203.txt
[ollama] (504/839) MAR122025_07B5203.txt
[ollama] (505/839) MAR122025_08B5203.txt
[ollama] (506/839) MAR132025_01B5203.txt
[ollama] (507/839) MAR132025_02B5203.txt
[ollama] (508/839) MAR132025_03B5203.txt
[ollama] (509/839) MAR132025_04B5203.txt
[ollama] (510/839) MAR142025_01B5203.txt
[ollama] (511/839) MAR142025_02B5203.txt
[ollama] (512/839) MAR142025_03B5203.txt
[taxonomy] new denial reason(s) from MAR142025_03B5203.txt: the endeavor impact limited to employer/clients/region, the endeavor has significant potential to employ US workers (particularly in an economically depressed area), the endeavor has other substantial positive economic effects, the endeavor has national or even global implications within the field, on balance, waiving the job offer requirement would benefit the United States
[ollama] (513/839) MAR142025_04B5203.txt
[ollama] (514/839) MAR142025_05B5203.txt
[taxonomy] new denial reason(s) from MAR142025_05B5203.txt: substantial merit and national importance
[ollama] (515/839) MAR142025_06B5203.txt
[ollama] (516/839) MAR142025_07B5203.txt
[ollama] (517/839) MAR172025_01B5203.txt
[ollama] (518/839) MAR172025_02B5203.txt
[taxonomy] new denial reason(s) from MAR172025_02B5203.txt: the proposed endeavor has significant potential to employ US workers (particularly in an economically depressed area)
[ollama] (519/839) MAR172025_03B5203.txt
[taxonomy] new denial reason(s) from MAR172025_03B5203.txt: the endeavor has other substantial positive economic effects, particularly in an economically depressed area
[ollama] (520/839) MAR172025_04B5203.txt
[ollama] (521/839) MAR182025_01B5203.txt
[ollama] (522/839) MAR182025_02B5203.txt
[ollama] (523/839) MAR182025_03B5203.txt
[taxonomy] new denial reason(s) from MAR182025_03B5203.txt: substantial merit and national importance not shown for the specific endeavor, no evidence of broader implications indicating national importance
[ollama] (524/839) MAR182025_04B5203.txt
[ollama] (525/839) MAR182025_05B5203.txt
[ollama] (526/839) MAR182025_06B5203.txt
[ollama] (527/839) MAR182025_07B5203.txt
[ollama] (528/839) MAR182025_08B5203.txt
[ollama] (529/839) MAR182025_09B5203.txt
[ollama] (530/839) MAR192025_01B5203.txt
[ollama] (531/839) MAR192025_02B5203.txt
[ollama] (532/839) MAR192025_03B5203.txt
[ollama] (533/839) MAR192025_04B5203.txt
[ollama] (534/839) MAR202025_01B5203.txt
[ollama] (535/839) MAR202025_02B5203.txt
[ollama] (536/839) MAR202025_03B5203.txt
